candidate_id,source_id,source_url,source_sha256,archive_date,page_start,page_end,item_number,item_text,date,document_vote_date,license_number,license_num,normalized_license_num,outcome,disposition,outcome_text,board_granted_application,decision_bearing,completed_sale_verified,ambiguity_notes,review_status,event_id,event_type,action_subtype,transferor,transferor_dba,transferee,transferee_dba,from_address,to_address,pledge_recipient,parties,licensee,licensee_dba,collateral_as_stated
BLB-2021-03-04-c012,BLB-2021-03-04,https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%203.4.21.pdf,8f5a7869c160824a34d811c3261a4be2ccd1b994be0e526890bbccf19dde0fd6,2021-03-04,3,3,10,"10. DELLODI, Inc.
    D/B/A: The Wild Duck Wine & Spirits
    660 WASHINGTON ST
    BOSTON, MA 02111
    License #: LB-139450
    Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
    transfer the license from the above - To: Wildduck 660 Washington St Inc. (same
    location). Smitesh Patel, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to
    pledge the license and inventory to Rockland Trust Company .
    Attorney: John Mooradian
    GRANTED - CONDITION: NO NIPS NO SINGLES",2021-03-04,2021-03-04,LB-139450,LB139450,LB139450,granted,granted,GRANTED - CONDITION: NO NIPS NO SINGLES,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-03-04-c012-pledge,license_pledge,pledge_application_disposition,,,,,"660 WASHINGTON ST BOSTON, MA 02111",,Rockland Trust Company,"{""licensee"": ""Wildduck 660 Washington St Inc."", ""pledge_recipient"": ""Rockland Trust Company""}",Wildduck 660 Washington St Inc.,,"[""license"", ""inventory""]"
BLB-2021-03-04-c013,BLB-2021-03-04,https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%203.4.21.pdf,8f5a7869c160824a34d811c3261a4be2ccd1b994be0e526890bbccf19dde0fd6,2021-03-04,4,4,11,"11. DIDELLO, INC.
       D/B/A: THE WILD DUCK
       94 - 96 SALEM ST
       BOSTON, MA 02113
       License #: LB-101961
       Holder of a Retail Package Store All Alcoholic Beverages License has petitioned to
       transfer the license from the above - To: Wildduck 96 Salem St Inc. (same location).
       Jaimini Patel, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to pledge the
       license and inventory to Rockland Trust Company.
       Attorney: John Mooradian
       DEFER PENDING COMPLETION OF COMMUNITY PROCESS",2021-03-04,2021-03-04,LB-101961,LB101961,LB101961,deferred,deferred,DEFER PENDING COMPLETION OF COMMUNITY PROCESS,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-03-04-c013-transfer,license_transfer,transfer_application_disposition,"DIDELLO, INC.",THE WILD DUCK,Wildduck 96 Salem St Inc.,,"94 - 96 SALEM ST BOSTON, MA 02113","94 - 96 SALEM ST BOSTON, MA 02113",,"{""transferor"": ""DIDELLO, INC."", ""transferee"": ""Wildduck 96 Salem St Inc.""}",,,
BLB-2021-03-04-c013,BLB-2021-03-04,https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%203.4.21.pdf,8f5a7869c160824a34d811c3261a4be2ccd1b994be0e526890bbccf19dde0fd6,2021-03-04,4,4,11,"11. DIDELLO, INC.
       D/B/A: THE WILD DUCK
       94 - 96 SALEM ST
       BOSTON, MA 02113
       License #: LB-101961
       Holder of a Retail Package Store All Alcoholic Beverages License has petitioned to
       transfer the license from the above - To: Wildduck 96 Salem St Inc. (same location).
       Jaimini Patel, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to pledge the
       license and inventory to Rockland Trust Company.
       Attorney: John Mooradian
       DEFER PENDING COMPLETION OF COMMUNITY PROCESS",2021-03-04,2021-03-04,LB-101961,LB101961,LB101961,deferred,deferred,DEFER PENDING COMPLETION OF COMMUNITY PROCESS,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-03-04-c013-pledge,license_pledge,pledge_application_disposition,,,,,"94 - 96 SALEM ST BOSTON, MA 02113",,Rockland Trust Company,"{""licensee"": ""Wildduck 96 Salem St Inc."", ""pledge_recipient"": ""Rockland Trust Company""}",Wildduck 96 Salem St Inc.,,"[""license"", ""inventory""]"
BLB-2021-03-04-c014,BLB-2021-03-04,https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%203.4.21.pdf,8f5a7869c160824a34d811c3261a4be2ccd1b994be0e526890bbccf19dde0fd6,2021-03-04,4,4,12,"12. NILKANTH VARNI, LLC
       D/B/A: RUSTY'S LIQUORS
       700 AMERICAN LEGION HWY
       ROSLINDALE, MA 02131
       License #: LB-101844
       Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
       transfer the license from the above - To: Kirtan LLC. D/BA/ Rusty’s Liquors (at the same
       location). Disha K. Patel, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to
       pledge the license and inventory to Rockland Trust Company .
       Attorney: Thomas T. Truax
       DEFER PENDING COMPLETION OF COMMUNITY PROCESS",2021-03-04,2021-03-04,LB-101844,LB101844,LB101844,deferred,deferred,DEFER PENDING COMPLETION OF COMMUNITY PROCESS,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-03-04-c014-transfer,license_transfer,transfer_application_disposition,"NILKANTH VARNI, LLC",RUSTY'S LIQUORS,Kirtan LLC.,Rusty’s Liquors,"700 AMERICAN LEGION HWY ROSLINDALE, MA 02131","700 AMERICAN LEGION HWY ROSLINDALE, MA 02131",,"{""transferor"": ""NILKANTH VARNI, LLC"", ""transferee"": ""Kirtan LLC.""}",,,
BLB-2021-03-04-c014,BLB-2021-03-04,https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%203.4.21.pdf,8f5a7869c160824a34d811c3261a4be2ccd1b994be0e526890bbccf19dde0fd6,2021-03-04,4,4,12,"12. NILKANTH VARNI, LLC
       D/B/A: RUSTY'S LIQUORS
       700 AMERICAN LEGION HWY
       ROSLINDALE, MA 02131
       License #: LB-101844
       Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
       transfer the license from the above - To: Kirtan LLC. D/BA/ Rusty’s Liquors (at the same
       location). Disha K. Patel, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to
       pledge the license and inventory to Rockland Trust Company .
       Attorney: Thomas T. Truax
       DEFER PENDING COMPLETION OF COMMUNITY PROCESS",2021-03-04,2021-03-04,LB-101844,LB101844,LB101844,deferred,deferred,DEFER PENDING COMPLETION OF COMMUNITY PROCESS,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-03-04-c014-pledge,license_pledge,pledge_application_disposition,,,,,"700 AMERICAN LEGION HWY ROSLINDALE, MA 02131",,Rockland Trust Company,"{""licensee"": ""Kirtan LLC."", ""pledge_recipient"": ""Rockland Trust Company""}",Kirtan LLC.,Rusty’s Liquors,"[""license"", ""inventory""]"
BLB-2021-04-01-c021,BLB-2021-04-01,https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.1.21.pdf,ae72f5790d5f45c77a4bb1b615c159e98fc344b9f8c0c7ed99c1408c8228c353,2021-04-01,6,7,15,"15. BOSTON BARRELS, INC.
D/B/A: COMMONWEALTH AVE WINES & SPIRITS

   1229 COMMONWEALTH AVE
   ALLSTON, MA 02134
   License #: LB-101992
   Holder of a Retail Package Store All Alcoholic Beverages License has petitioned to transfer
the license from the above- To: 1227 Commonwealth, Inc. DBA Wild Duck (same location).
Niral Patel, Manager. 11:00 PM Closing Hour.
   Attorney: Carolyn M Conway
GRANTED - NO NIPS; NO SINGLES",2021-04-01,2021-04-01,LB-101992,LB101992,LB101992,granted,granted,GRANTED - NO NIPS; NO SINGLES,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-01-c021-transfer,license_transfer,transfer_application_disposition,"BOSTON BARRELS, INC.",COMMONWEALTH AVE WINES & SPIRITS,"1227 Commonwealth, Inc.",Wild Duck,"1229 COMMONWEALTH AVE ALLSTON, MA 02134","1229 COMMONWEALTH AVE ALLSTON, MA 02134",,"{""transferor"": ""BOSTON BARRELS, INC."", ""transferee"": ""1227 Commonwealth, Inc.""}",,,
BLB-2021-04-01-c022,BLB-2021-04-01,https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.1.21.pdf,ae72f5790d5f45c77a4bb1b615c159e98fc344b9f8c0c7ed99c1408c8228c353,2021-04-01,7,7,16,"16. Verc Enterprises, LLC
D/B/A: Verc Allston Gulf
   198 WESTERN AVE
   ALLSTON, MA 02134
   License #: LB-423824
   Holder of a Retail Package Store Wines and Malt Beverages License has petitioned to transfer
the license from the above - To: Nouria Energy Retail, Inc. DBA Nouria 198 Western Avenue
(same location). John Pszeniczny, Manager. Closing hour at 11:00 PM.
   Attorney: Louis A. Cassis
GRANTED",2021-04-01,2021-04-01,LB-423824,LB423824,LB423824,granted,granted,GRANTED,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-01-c022-transfer,license_transfer,transfer_application_disposition,"Verc Enterprises, LLC",Verc Allston Gulf,"Nouria Energy Retail, Inc.",Nouria 198 Western Avenue,"198 WESTERN AVE ALLSTON, MA 02134","198 WESTERN AVE ALLSTON, MA 02134",,"{""transferor"": ""Verc Enterprises, LLC"", ""transferee"": ""Nouria Energy Retail, Inc.""}",,,
BLB-2021-04-01-c044,BLB-2021-04-01,https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.1.21.pdf,ae72f5790d5f45c77a4bb1b615c159e98fc344b9f8c0c7ed99c1408c8228c353,2021-04-01,12,12,2,"2. EGLESTON LIQUORS, INC. D/B/A: M & M LIQUORS 3086 WASHINGTON ST
ROXBURY, MA 02119 License #: LB-101932 Holder of a Retail Package Store All Alcoholic
Beverages License has petitioned to transfer the license from the above - To: Castillo Egleston
Liquors, LLC. ( same location). Carlos Castillo, Manager. Closing hour at 11:00 PM. Attorney:
Shabnam Masasarmi
GRANTED",2021-04-01,2021-04-01,LB-101932,LB101932,LB101932,granted,granted,GRANTED,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-01-c044-transfer,license_transfer,transfer_application_disposition,"EGLESTON LIQUORS, INC.",M & M LIQUORS,"Castillo Egleston Liquors, LLC.",,"3086 WASHINGTON ST ROXBURY, MA 02119","3086 WASHINGTON ST ROXBURY, MA 02119",,"{""transferor"": ""EGLESTON LIQUORS, INC."", ""transferee"": ""Castillo Egleston Liquors, LLC.""}",,,
BLB-2021-04-01-c047,BLB-2021-04-01,https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.1.21.pdf,ae72f5790d5f45c77a4bb1b615c159e98fc344b9f8c0c7ed99c1408c8228c353,2021-04-01,13,13,5,"5. DIDELLO, INC. D/B/A: THE WILD DUCK 94 - 96 SALEM ST BOSTON, MA 02113
License #: LB-101961 Holder of a Retail Package Store All Alcoholic Beverages License has
petitioned to transfer the license from the above - To: Wildduck 96 Salem St Inc. (same location).
Jaimini Patel, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to pledge the license
and inventory to Rockland Trust Company. Attorney: John Mooradian
GRANTED",2021-04-01,2021-04-01,LB-101961,LB101961,LB101961,granted,granted,GRANTED,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-01-c047-transfer,license_transfer,transfer_application_disposition,"DIDELLO, INC.",THE WILD DUCK,Wildduck 96 Salem St Inc.,,"94 - 96 SALEM ST BOSTON, MA 02113","94 - 96 SALEM ST BOSTON, MA 02113",,"{""transferor"": ""DIDELLO, INC."", ""transferee"": ""Wildduck 96 Salem St Inc.""}",,,
BLB-2021-04-01-c047,BLB-2021-04-01,https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.1.21.pdf,ae72f5790d5f45c77a4bb1b615c159e98fc344b9f8c0c7ed99c1408c8228c353,2021-04-01,13,13,5,"5. DIDELLO, INC. D/B/A: THE WILD DUCK 94 - 96 SALEM ST BOSTON, MA 02113
License #: LB-101961 Holder of a Retail Package Store All Alcoholic Beverages License has
petitioned to transfer the license from the above - To: Wildduck 96 Salem St Inc. (same location).
Jaimini Patel, Manager. Closing hour at 11:00 PM. Lastly, has petitioned to pledge the license
and inventory to Rockland Trust Company. Attorney: John Mooradian
GRANTED",2021-04-01,2021-04-01,LB-101961,LB101961,LB101961,granted,granted,GRANTED,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-01-c047-pledge,license_pledge,pledge_application_disposition,,,,,"94 - 96 SALEM ST BOSTON, MA 02113",,Rockland Trust Company,"{""licensee"": ""Wildduck 96 Salem St Inc."", ""pledge_recipient"": ""Rockland Trust Company""}",Wildduck 96 Salem St Inc.,,"[""license"", ""inventory""]"
BLB-2021-04-01-c048,BLB-2021-04-01,https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.1.21.pdf,ae72f5790d5f45c77a4bb1b615c159e98fc344b9f8c0c7ed99c1408c8228c353,2021-04-01,13,13,6,"6. NILKANTH VARNI, LLC D/B/A: RUSTY'S LIQUORS 700 AMERICAN LEGION HWY
ROSLINDALE, MA 02131 License #: LB-101844 Holder of a Retail Package Store
All-Alcoholic Beverages License has petitioned to transfer the license from the above - To:
Kirtan LLC. D/BA/ Rusty’s Liquors (at the same location). Disha K. Patel, Manager. Closing
hour at 11:00 PM. Lastly, has petitioned to pledge the license and inventory to Rockland Trust
Company . Attorney: Thomas T. Truax
GRANTED - CONDITION: NO NIPS; NO SINGLES",2021-04-01,2021-04-01,LB-101844,LB101844,LB101844,granted,granted,GRANTED - CONDITION: NO NIPS; NO SINGLES,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-01-c048-transfer,license_transfer,transfer_application_disposition,"NILKANTH VARNI, LLC",RUSTY'S LIQUORS,Kirtan LLC.,Rusty’s Liquors,"700 AMERICAN LEGION HWY ROSLINDALE, MA 02131","700 AMERICAN LEGION HWY ROSLINDALE, MA 02131",,"{""transferor"": ""NILKANTH VARNI, LLC"", ""transferee"": ""Kirtan LLC.""}",,,
BLB-2021-04-01-c048,BLB-2021-04-01,https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.1.21.pdf,ae72f5790d5f45c77a4bb1b615c159e98fc344b9f8c0c7ed99c1408c8228c353,2021-04-01,13,13,6,"6. NILKANTH VARNI, LLC D/B/A: RUSTY'S LIQUORS 700 AMERICAN LEGION HWY
ROSLINDALE, MA 02131 License #: LB-101844 Holder of a Retail Package Store
All-Alcoholic Beverages License has petitioned to transfer the license from the above - To:
Kirtan LLC. D/BA/ Rusty’s Liquors (at the same location). Disha K. Patel, Manager. Closing
hour at 11:00 PM. Lastly, has petitioned to pledge the license and inventory to Rockland Trust
Company . Attorney: Thomas T. Truax
GRANTED - CONDITION: NO NIPS; NO SINGLES",2021-04-01,2021-04-01,LB-101844,LB101844,LB101844,granted,granted,GRANTED - CONDITION: NO NIPS; NO SINGLES,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-01-c048-pledge,license_pledge,pledge_application_disposition,,,,,"700 AMERICAN LEGION HWY ROSLINDALE, MA 02131",,Rockland Trust Company,"{""licensee"": ""Kirtan LLC."", ""pledge_recipient"": ""Rockland Trust Company""}",Kirtan LLC.,Rusty’s Liquors,"[""license"", ""inventory""]"
BLB-2021-04-08-v1-c013,BLB-2021-04-08-v1,https://www.boston.gov/sites/default/files/file/2021/04/Board%20Voting%20Agenda%204.8.21_0.pdf,133830192dfae30ffbcd6c81c98275f63ec1bbe24e6995c177104f3f0863a5cf,2021-04-08,3,4,12,"12. 1318, INC.
D/B/A: BEST LITTLE RESTAURANT
  13 HUDSON ST
  BOSTON, MA 02111

        License #: LB-99533
        Holder of a Common Victualler 7 Day Wines and Malt Beverages & Liqueurs License
      has petitioned to transfer the license from the
        above – To: New Wings Kitchen Inc. DBA Wings Kitchen (at the same location).
      Xiuling Situ, Manager. 1:00 A.M. Closing
        Hour.
      GRANTED",2021-04-08,2021-04-08,LB-99533,LB99533,LB99533,granted,granted,GRANTED,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-08-v1-c013-transfer,license_transfer,transfer_application_disposition,"1318, INC.",BEST LITTLE RESTAURANT,New Wings Kitchen Inc.,Wings Kitchen,"13 HUDSON ST BOSTON, MA 02111","13 HUDSON ST BOSTON, MA 02111",,"{""transferor"": ""1318, INC."", ""transferee"": ""New Wings Kitchen Inc.""}",,,
BLB-2021-04-29-c012,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,4,4,5,"5. CHANG XIN GLOBAL CREATIONS CO
D/B/A: BOOTLEG SPECIAL
   400 TREMONT ST
   BOSTON, MA 02116
   License #: LB-167065
   Holder of a Common Victualler 7 Day Wines and Malt Beverages with Liqueurs
License has petitioned to transfer the license and the location from the above – To: Tora
Ramen, Inc. d/b/a Tora Ramen 99 Harrison Ave. Boston MA, 02111. The premises
consist of a ground floor with full kitchen, dining area (seating capacity 16), and two
accessible restrooms, with a loft area for storage and office use. Total square footage is
645 sqft. Hours of operations are Sunday-Thursday 11:00 AM to Midnight, Friday and
Saturday 11:00 AM to 1:00 AM. Patrick Zhong, Manager.
   Attorney: Adam Chu
Granted",2021-04-29,2021-04-29,LB-167065,LB167065,LB167065,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c012-transfer,license_transfer,transfer_application_disposition,CHANG XIN GLOBAL CREATIONS CO,BOOTLEG SPECIAL,"Tora Ramen, Inc.",Tora Ramen,"400 TREMONT ST BOSTON, MA 02116","99 Harrison Ave. Boston MA, 02111",,"{""transferor"": ""CHANG XIN GLOBAL CREATIONS CO"", ""transferee"": ""Tora Ramen, Inc.""}",,,
BLB-2021-04-29-c013,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,4,4,7,"7. IN VINO VERITAS BISTRO LLC
D/B/A: LES ZYGOMATES CAFE
   129 SOUTH ST
   BOSTON, MA 02111
   License #: LB-99221
   Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
to transfer the license and the location from the above – To: Chang Xin Global Creations
Co. d/b/a Bootleg Special 400 Tremont Street Boston MA, 02116. The premises consist
of a 3,540 sf ground floor and 957 sf mezzanine. The ground floor has a fully equipped
commercial kitchen, dining room, bar and three restrooms, two of which are accessible.
Seating capacity, 100. The mezzanine is nonpublic and used for dry storage, utility
systems, and an administrative office. The restaurant has one front entrance and two
exits. Operational hours: Sun-Wed 4PM to 11PM, Thurs and Fri 4PM to 2AM, Sat 10AM
to 2AM, Sun 10AM to 11PM. Stephen Chan, Manager. Lastly, has petitioned to pledge
the license to In Vino Veritas Bistro, LLC.
   Attorney: Adam Chu
Granted",2021-04-29,2021-04-29,LB-99221,LB99221,LB99221,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c013-transfer,license_transfer,transfer_application_disposition,IN VINO VERITAS BISTRO LLC,LES ZYGOMATES CAFE,Chang Xin Global Creations Co.,Bootleg Special,"129 SOUTH ST BOSTON, MA 02111","400 Tremont Street Boston MA, 02116",,"{""transferor"": ""IN VINO VERITAS BISTRO LLC"", ""transferee"": ""Chang Xin Global Creations Co.""}",,,
BLB-2021-04-29-c013,BLB-2021-04-29,https://www.boston.gov/sites/default/files/file/2021/05/Board%20Voting%20Agenda%204.29.21.pdf,fa7a6a403495206e3dd0946c8a5cc8da05d88bab6688926cb36c1bbc6cf59f2f,2021-04-29,4,4,7,"7. IN VINO VERITAS BISTRO LLC
D/B/A: LES ZYGOMATES CAFE
   129 SOUTH ST
   BOSTON, MA 02111
   License #: LB-99221
   Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
to transfer the license and the location from the above – To: Chang Xin Global Creations
Co. d/b/a Bootleg Special 400 Tremont Street Boston MA, 02116. The premises consist
of a 3,540 sf ground floor and 957 sf mezzanine. The ground floor has a fully equipped
commercial kitchen, dining room, bar and three restrooms, two of which are accessible.
Seating capacity, 100. The mezzanine is nonpublic and used for dry storage, utility
systems, and an administrative office. The restaurant has one front entrance and two
exits. Operational hours: Sun-Wed 4PM to 11PM, Thurs and Fri 4PM to 2AM, Sat 10AM
to 2AM, Sun 10AM to 11PM. Stephen Chan, Manager. Lastly, has petitioned to pledge
the license to In Vino Veritas Bistro, LLC.
   Attorney: Adam Chu
Granted",2021-04-29,2021-04-29,LB-99221,LB99221,LB99221,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-04-29-c013-pledge,license_pledge,pledge_application_disposition,,,,,"129 SOUTH ST BOSTON, MA 02111",,"In Vino Veritas Bistro, LLC","{""licensee"": ""Chang Xin Global Creations Co."", ""pledge_recipient"": ""In Vino Veritas Bistro, LLC""}",Chang Xin Global Creations Co.,Bootleg Special,"[""license""]"
