entity_name,event_date,record_type,record_id,source,role_or_transaction,people,address_or_parcel,verification_level,key_fact,caution
Main-High Development Corp.,1990-10-31,domestic dissolution packet,G985_0497,Ohio Secretary of State,Dissolution and statutory-agent record,John W. Kessler; Daniel M. Galbreath; Dorothy Snow; Judy McCoy,"41 S. High St., 23rd Floor, Columbus, OH 43215; no parcel stated",primary_image_confirmed,Kessler and Galbreath were directors; Snow was president/treasurer; McCoy was vice president/secretary; Snow was statutory agent,"The authorizing resolution refers to shareholders in the plural but does not name them. No asset recipient, Epstein, or Wexner is identified. The no-personal-property affidavit does not address real estate."
The Encee Holding Corp.,1987-01-28,domestic articles and original-agent appointment,G087_0559,Ohio Secretary of State,Formation and original statutory-agent appointment,Robert N. Wistner,"Dublin, Franklin County; 475 Metro Place North, Suite 200, Dublin, OH 43017-1374",primary_image_confirmed,Wistner signed as incorporator and accepted appointment as original statutory agent; the articles state the limited property-agency purpose,"No parcel, shareholder, beneficial owner, Epstein, or Wexner is identified. A corporate purpose or naming consent is not proof of a completed transaction."
The Encee Holding Corp.,1988-12-28,domestic dissolution packet,G532_1234;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution and statutory-agent record,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow","41 S. High St., 23rd Floor, Columbus, OH 43215; no parcel stated",primary_image_confirmed,"Schwartz was chairman/president; Rubenstein was vice president/treasurer; Snow was secretary and statutory agent; Schwartz, Kenneth J. Warren, and Rubenstein were directors","The authorizing sole shareholder is unnamed. No asset recipient, Epstein, or Wexner is identified. The no-personal-property affidavit does not address real estate. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
"NELC, Inc.",1987-02-18,domestic articles and original-agent appointment,G101_0615,Ohio Secretary of State,Formation and original statutory-agent appointment,Robert N. Wistner,"Dublin, Franklin County; 475 Metro Place North, Suite 200, Dublin, OH 43017-1374",primary_image_confirmed,Wistner signed as incorporator and accepted appointment as original statutory agent; the articles state the limited property-agency purpose,"No parcel, shareholder, beneficial owner, Epstein, or Wexner is identified. A corporate purpose or naming consent is not proof of a completed transaction."
"NELC, Inc.",1988-12-28,domestic dissolution packet,G532_1156;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution and statutory-agent record,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow","41 S. High St., 23rd Floor, Columbus, OH 43215; no parcel stated",primary_image_confirmed,"Schwartz was chairman/president; Rubenstein was vice president/treasurer; Snow was secretary and statutory agent; Schwartz, Kenneth J. Warren, and Rubenstein were directors","The authorizing sole shareholder is unnamed. No asset recipient, Epstein, or Wexner is identified. The no-personal-property affidavit does not address real estate. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
Great Eastern Fastening Corp. II,1987-07-30,domestic articles and original-agent appointment,G211_1367,Ohio Secretary of State,Formation and original statutory-agent appointment,Robert N. Wistner; Paul S. Coppel,"Dublin, Franklin County; 475 Metro Place North, Suite 200, Dublin, OH 43017-1374",primary_image_confirmed,"Wistner signed as incorporator and original agent; Great Eastern Fastening Corp. (Ohio 689907), through secretary Paul S. Coppel, formally consented to use of the Great Eastern Fastening Corp. II name","No parcel, shareholder, beneficial owner, Epstein, or Wexner is identified. A corporate purpose or naming consent is not proof of a completed transaction."
Great Eastern Fastening Corp. II,1988-12-28,domestic dissolution packet,G532_1078;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution and statutory-agent record,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow","41 S. High St., 23rd Floor, Columbus, OH 43215; no parcel stated",primary_image_confirmed,"Schwartz was chairman/president; Rubenstein was vice president/treasurer; Snow was secretary and statutory agent; Schwartz, Kenneth J. Warren, and Rubenstein were directors","The authorizing sole shareholder is unnamed. No asset recipient, Epstein, or Wexner is identified. The no-personal-property affidavit does not address real estate. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
"Petel of Columbus Co. #1, Inc.",1987-05-29,domestic articles and original-agent appointment,G162_1546,Ohio Secretary of State,Formation and original statutory-agent appointment,Robert N. Wistner,"Dublin, Franklin County; 475 Metro Place North, Dublin, OH 43017-1374",primary_image_confirmed,Wistner signed as incorporator and accepted appointment as original statutory agent; 750 no-par common shares were authorized,"No parcel, shareholder, beneficial owner, Epstein, or Wexner is identified. A corporate purpose or naming consent is not proof of a completed transaction."
"Petel of Columbus Co. #1, Inc.",1988-12-28,domestic dissolution packet,G532_1180;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution and statutory-agent record,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow","41 S. High St., 23rd Floor, Columbus, OH 43215; no parcel stated",primary_image_confirmed,"Schwartz was chairman/president; Rubenstein was vice president/treasurer; Snow was secretary and statutory agent; Schwartz, Kenneth J. Warren, and Rubenstein were directors","The authorizing sole shareholder is unnamed. No asset recipient, Epstein, or Wexner is identified. The no-personal-property affidavit does not address real estate. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
"Architonics, Inc.",1987-12-08,deed index,198712080212780,Franklin County Recorder,Acquired 24.642 acres from Ted R. Meteer,"Ted R. Meteer; Architonics, Inc.","24.642 acres, Range 16, Plain Township",official_index_only,Recorder index lists Meteer as grantor and Architonics as grantee of the 24.642-acre deed,The deed image has not been reviewed; current parcel identity and beneficial ownership are unresolved.
"Architonics, Inc.",1989-12-28,deed index,198912280188790,Franklin County Recorder,Conveyed 24.642 acres to New Albany Co.,"Architonics, Inc.; New Albany Co.","24.642 acres, Range 16",official_index_only,Recorder index lists Architonics as grantor and New Albany Co. as grantee six days after the Architonics merger,The date and matching acreage do not prove the conveyance was caused by the merger or that the tract came from a predecessor.
"Architonics, Inc.",1989-12-29,deed index,198912290189094,Franklin County Recorder,Conveyed multiple indexed tracts to New Albany Co.,"Architonics, Inc.; New Albany Co.",Multi-tract legal-description index containing numerous acreage entries,official_index_only,Recorder index lists Architonics as grantor and New Albany Co. as grantee on Architonics's dissolution date,"The deed image is required to identify the parcels, conveyance capacity, merger language, consideration, and completeness."
LeeAce Inc.,1987-12-14,domestic articles and original-agent appointment,G290_1442,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as original agent; the corporation authorized 750 no-par common shares and used a generic lawful-purpose clause,"The packet identifies no initial officer, director, shareholder, parcel, Epstein, or Wexner. The formation packet uses LEEACE INC.; the merger agreement uses LEEACE, INC."
LeeAce Inc.,1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names LeeAce as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. Statutory vesting creates a successor-search rule but does not prove LeeAce owned land or identify a parcel.
LeeAce Inc.,1989-12-22,party-specific MEX status packet,G774_0146,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,The three-page packet confirms MEX status for charter 712264 and was processed 1990-01-10 under receipt 48736,"The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
"Spring Harbor Properties, Inc.",1987-12-22,domestic articles and original-agent appointment,G294_1112,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed the articles dated 1987-12-21 as incorporator and accepted appointment as original agent; the corporation authorized 750 no-par common shares and used a generic lawful-purpose clause,"The exact legal name includes PROPERTIES. The packet identifies no initial officer, director, shareholder, parcel, Epstein, or Wexner."
"Spring Harbor Properties, Inc.",1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Spring Harbor Properties as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. Statutory vesting does not prove the predecessor owned land or identify a parcel.
"Spring Harbor Properties, Inc.",1989-12-22,party-specific MEX status packet,G774_0170,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,The three-page packet confirms MEX status for charter 714675 and was processed 1990-01-10 under receipt 48744,"The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
Meade Development Corporation,1988-03-04,domestic articles and original-agent appointment,G339_1089,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; Len Loraditch,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed the articles dated 1988-03-03 as incorporator and accepted appointment as original agent; a correspondence cover identifies SKWR legal assistant Len Loraditch,"The exact legal name is MEADE DEVELOPMENT CORPORATION. Loraditch is an administrative clue only. No initial officer, director, shareholder, parcel, Epstein, or Wexner is identified."
Meade Development Corporation,1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Meade Development Corporation as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. Statutory vesting does not prove the predecessor owned land or identify a parcel.
Meade Development Corporation,1989-12-22,party-specific MEX status packet,G774_0152,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,The three-page packet confirms MEX status for charter 719943 and was processed 1990-01-10 under receipt 48738,"The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
"Chesser Estates, Inc.",1988-03-09,domestic articles and original-agent appointment,G343_0266,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; Len Loraditch,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed the articles dated 1988-03-07 as incorporator and accepted appointment as original agent; a correspondence cover identifies SKWR legal assistant Len Loraditch,"Loraditch is an administrative clue only. The packet identifies no initial officer, director, shareholder, parcel, Epstein, or Wexner."
"Chesser Estates, Inc.",1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Chesser Estates as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. Statutory vesting does not prove the predecessor owned land or identify a parcel.
"Chesser Estates, Inc.",1989-12-22,party-specific MEX status packet,G774_0128,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,The three-page packet confirms MEX status for charter 720366 and was processed 1990-01-10 under receipt 48730,"The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
"Palm Properties, Inc.",1988-03-09,domestic articles and original-agent appointment,G343_0231,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; Len Loraditch,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed the articles dated 1988-03-07 as incorporator and accepted appointment as original agent; a correspondence cover identifies SKWR legal assistant Len Loraditch,"Loraditch is an administrative clue only. The packet identifies no initial officer, director, shareholder, parcel, Epstein, or Wexner."
"Palm Properties, Inc.",1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Palm Properties as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. Statutory vesting does not prove the predecessor owned land or identify a parcel.
"Palm Properties, Inc.",1989-12-22,party-specific MEX status packet,G774_0164,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,The three-page packet confirms MEX status for charter 720361 and was processed 1990-01-10 under receipt 48742,"The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
"Timbre Properties, Inc.",1988-03-09,domestic articles and original-agent appointment,G344_0548,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; Len Loraditch,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed the articles dated 1988-03-07 as incorporator and accepted appointment as original agent; a correspondence cover identifies SKWR legal assistant Len Loraditch,"Loraditch is an administrative clue only. The packet identifies no initial officer, director, shareholder, parcel, Epstein, or Wexner."
"Timbre Properties, Inc.",1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Timbre Properties as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. Statutory vesting does not prove the predecessor owned land or identify a parcel.
"Timbre Properties, Inc.",1989-12-22,party-specific MEX status packet,G774_0179,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,The three-page packet confirms MEX status for charter 720489 and was processed 1990-01-10 under receipt 48747,"The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
INN Investment Corp.,1986-08-27,limited-partnership certificate,198608270148627,Franklin County Recorder,INN was listed as a limited partner in BI Limited Partnership,"INN Investment Corp.; Boulevard Inn Management Corp.; Dorothy Snow","Columbus hotel venture; no parcel stated",primary_image_confirmed,"INN's conditional cash contribution was capped at $831,680 and possible deficit contribution at $50,000","Partnership obligations are not a hotel purchase price, mortgage, or proof of fee title."
INN Investment Corp.,1992-04-24,limited-partnership amendment,199204240104818,Franklin County Recorder,Amendment records INN's withdrawal from BI Limited Partnership,INN Investment Corp.; BI Limited Partnership,No parcel stated,primary_image_confirmed,INN ceased to be a listed limited partner,"The amendment does not identify a fee-property transfer or corporate successor."
"Cherry Bottom Properties, Inc.",1991-10-04,limited warranty deed,199110040159339,Franklin County Recorder,Cherry Bottom Properties conveyed the 33.664-acre tract to KG Partners,"Cherry Bottom Properties, Inc.; KG Partners; Jeffrey E. Epstein","33.664 gross / 32.517 net acres; parcels then indexed as 025-4294 and 025-4278",primary_image_confirmed,Epstein executed the deed as Cherry Bottom Properties vice president,"Corporate execution is not beneficial ownership; valuable consideration and tax stamps are not treated as price."
"Cherry Bottom Properties, Inc.",1991-10-04,seller mortgage,199110040159341,Franklin County Recorder,KG mortgaged the tract to Cherry Bottom Properties to secure seller financing,KG Partners; Cherry Bottom Properties,33.664-acre Christopher Wren tract,primary_image_confirmed,"The mortgage secured up to $1,080,000 and was subordinate to Bank One's mortgage","Debt ceiling is not a purchase price or payoff amount."
"Cherry Bottom Properties, Inc.",1992-02-04,general warranty deed,199202040059473,Franklin County Recorder,Cherry Bottom Properties conveyed a Gahanna medical-office tract to Gahanna Medical Limited Partnership,"Cherry Bottom Properties, Inc.; Gahanna Medical Limited Partnership; Jeffrey E. Epstein",Gahanna medical-office tract,primary_image_confirmed,Epstein signed as Cherry Bottom Properties vice president,"The officer signature does not establish personal title or beneficial ownership."
"Cherry Bottom Properties, Inc.",1993-07-12,mortgage satisfaction,199307120168459,Franklin County Recorder,Cherry Bottom Properties discharged its KG seller mortgage,Cherry Bottom Properties; KG Partners,33.664-acre Christopher Wren tract,primary_image_confirmed,The identified $1.08 million mortgage was fully paid and satisfied,"The release does not state the payoff amount or source of funds."
"Park Properties, Inc.",1984-02-03,open-end mortgage and security agreement,198402030051783,Franklin County Recorder,Dean Fried mortgaged five Columbus tract groups to Park Properties,"Dean W. Fried; Park Properties, Inc.; C.H. Development Group","Five Northwood Heights / Indianola Summit / Dennison Summit lot groups",primary_image_confirmed,"One C.H. Development Group loan was capped at $5 million; Fried's 23% guaranty was secured up to $1.15 million","Park was mortgagee/general partner, not the fee owner; the index amount is not repeated debt exposure."
"Park Properties, Inc.",1986-01-07,duplicate-record satisfactions,198601070053215;198601070053216,Franklin County Recorder,Two satisfactions identify F-08 and F-13 as recorder-inadvertence duplicates of F-03,Dean W. Fried; Park Properties,Same five-tract collateral,primary_image_confirmed,The apparent three $5 million index entries represented one transaction,"These instruments preserved the operative F-03 lien; they were not its final release."
"Park Properties, Inc.",1990-02-20,full mortgage satisfaction,199002200063673,Franklin County Recorder,Park Properties fully discharged the operative F-03 mortgage,Dean W. Fried; Park Properties,Remaining five-tract collateral,primary_image_confirmed,The operative recorded mortgage was fully satisfied before Park's 1992 dissolution,"The release gives no payoff amount and does not establish a corporate merger or title ownership."
C-Wren Investment Corp.,1991-10-04,KG partnership certificate,199110040159108,Franklin County Recorder,K-L Partners and C-Wren were all named members of KG Partners,"K-L Partners, Inc.; C-Wren Investment Corp.; Jeffrey E. Epstein","C-Wren address 41 S. High St., Suite 3710; attention Epstein",primary_image_confirmed,Epstein signed and acknowledged as C-Wren vice president,"No KG ownership percentage or Epstein beneficial ownership is stated."
C-Wren Investment Corp.,1991-10-04,Christopher Wren limited-partnership certificate,199110040159230,Franklin County Recorder,KG was managing general partner of Christopher Wren Apartments Limited Partnership,"KG Partners; Nationwide Development; Nationwide Life","Christopher Wren Apartments project; no legal description in certificate",primary_image_confirmed,"Qualified allocations were stated as KG 50%, Nationwide Development 1%, and Nationwide Life 49%","The certificate does not allocate KG's 50% between K-L and C-Wren."
C-Wren Investment Corp.,1991-10-04,Bank One open-end mortgage,199110040159340,Franklin County Recorder,KG mortgaged the Christopher Wren tract to Bank One,KG Partners; Bank One,"33.664 gross / 32.517 net acres",primary_image_confirmed,"Maximum unpaid indebtedness was $12 million across three stated notes","The ceiling is not a sale price or payoff; C-Wren did not separately execute this mortgage."
C-Wren Investment Corp.,1993-05-13,quitclaim right-of-way deed,199305130127826,Franklin County Recorder,KG conveyed a 1.147-acre Morse Road right-of-way to Columbus while reserving ingress/egress,"KG Partners; City of Columbus; C-Wren Investment Corp.; Jeffrey E. Epstein",1.147-acre right-of-way from the 33.664-acre tract,primary_image_confirmed,Epstein signed as C-Wren vice president and C-Wren executed as a KG partner,"The nominal $1 recital is not treated as market value or personal consideration."
C-Wren Investment Corp.,1993-07-09,special warranty deed,199307090167426,Franklin County Recorder,KG conveyed the apartment tract to Christopher Wren Apartments Limited Partnership,KG Partners; Christopher Wren Apartments Limited Partnership,33.664 gross / 32.517 net acres,primary_image_confirmed,The deed moved record title into the project limited partnership,"The $10 recital and conveyance-tax stamp are not treated as sale price."
C-Wren Investment Corp.,1993-07-12,Bank One mortgage release,199307120168458,Franklin County Recorder,Bank One released its KG open-end mortgage,Bank One; KG Partners,33.664-acre Christopher Wren tract,primary_image_confirmed,The identified $12 million-ceiling mortgage was satisfied and released,"The release does not state payoff amount or the status of another lien; the Cherry mortgage has its own separate satisfaction."
Rocky Fork Development Corporation,1987-12-31,four merger-successor deeds,198712310221397;198712310221398;198712310221399;198712310221400,Franklin County Recorder,Four deeds conveyed predecessor-derived land to The New Albany Company,"Rocky Fork Development Corporation; The Hinson Company; Brewer Farms, Inc.; Central Falls, Inc.; Bearce Hollow, Inc.; The New Albany Company","Four separately described Franklin County tracts",primary_image_confirmed,"The deeds call Rocky Fork successor by merger to each named predecessor","Recorder capacity recitals are strong title evidence but are not substitutes for every underlying statutory merger certificate."
Rocky Fork Development Corporation,1991-12-06,amended New Albany partnership certificate,199112060187246,Franklin County Recorder,Amendment records Rocky Fork and Community Projects roles in The New Albany Company,"Rocky Fork Development Corp.; Community Projects, Inc.; Jeffrey E. Epstein",New Albany development partnership; no single parcel,primary_image_confirmed,Epstein signed as Rocky Fork president and Community Projects vice president,"Dual officer capacity is not proof of beneficial ownership."
Rocky Fork Development Corporation,1992-12-08,confirmatory general warranty deed,199212080242110,Franklin County Recorder,The Ohio New Albany general partnership confirmed transfer of its Franklin realty to the Delaware limited partnership,"The New Albany Company, Ohio general partnership; The New Albany Company Limited Partnership","Omnibus Franklin County realty conveyance",primary_image_confirmed,The deed identifies the Delaware LP as successor to the partnership assets,"The omnibus wording is not a parcel-by-parcel downstream abstract."
"N.A. Property, Inc.",1992-12-02,foreign limited-partnership registration,199212020237724,Franklin County Recorder,N.A. Property and Community Projects were named New Albany general partners,"N.A. Property, Inc.; Community Projects, Inc.; Jeffrey E. Epstein; Leslie H. Wexner",New Albany development partnership; no single parcel,primary_image_confirmed,Epstein signed as N.A. Property president,"Partner status is not itself a conveyance of land."
"N.A. Property, Inc.",1992-12-28,amended foreign limited-partnership registration,199212280252097,Franklin County Recorder,Amendment changed the partnership listing after the December transition,"N.A. Property, Inc.; Community Projects, Inc.; Leslie H. Wexner; Jeffrey E. Epstein",New Albany development partnership; no single parcel,primary_image_confirmed,Epstein again signed as N.A. Property president,"The filing records partnership structure, not beneficial title to every partnership asset."
"N.A. Property, Inc.",2002-03-12,notice of commencement,200203120064378,Franklin County Recorder,Notice covered School House work on a 2.549-acre Kitzmiller Road tract,"N.A. Property, Inc.; Leslie H. Wexner",2.549 acres on Kitzmiller Road,primary_image_confirmed,N.A. Property and Wexner are listed as owner/part owner/lessee contracting parties,"The conditional fee-owner field is blank and “None” refers only to improvement lenders."
City Centre Investment Corp.,1987-12-31,limited-partnership certificate,198712310221555,Franklin County Recorder,City Centre Investment was a limited partner in City Centre Limited Partnership,"City Centre Investment Corp.; City Centre Management Corp.",Franklin County real-estate business; no parcel stated,primary_image_confirmed,"City Centre Investment agreed a $4,950 cash contribution and up to $50,000 deficit contribution","Partnership contributions are not a property price or mortgage."
City Centre Investment Corp.,1994-12-21,general warranty deed,199412210263357,Franklin County Recorder,City Centre Limited Partnership conveyed its 175 East Town Street parcel,"City Centre Limited Partnership; Columbus Hospitality Associates, Limited Partnership","Parcel 010-139305; 2.833 acres; 175 East Town Street",primary_image_confirmed,The deed conveyed fee title,"The $1 recital and $5,420 conveyance-tax figure are not treated as sale price."
City Centre Investment Corp.,1995-01-20,partnership termination,199501200051915,Franklin County Recorder,Certificate says City Centre was dissolved and its assets distributed,City Centre Limited Partnership; unnamed partners,No parcel restated,primary_image_confirmed,The partnership registration was cancelled after the property disposition,"The instrument does not identify recipients of any remaining assets."
Morsham Land Corp.,1995-12-29,substantive merger certificate,5422_1190,Ohio Secretary of State,"Morsham and seven other listed corporations merged into Eastern Ohio Holding Company, Inc.","Eastern Ohio Holding Company, Inc.; Morsham Land Corp.; seven additional merging corporations; William W. Vaughan III",Ohio corporate transaction; no parcel stated,primary_image_confirmed,"Eastern Ohio Holding Company, Inc. is expressly named as the surviving entity effective 1995-12-29","This establishes statutory corporate survival; later land-title and ultimate-successor assertions remain separate steps."
Morsham Land Corp.,2016-04-22,successor affidavit and residual deed,201604220049451;201604220049452,Franklin County Recorder,New Albany Company LLC's treasurer asserted ultimate succession to all Morsham real estate and assets,"Morsham Land Corp.; The New Albany Company LLC; Brent Bradbury; City of Columbus","Residual parcel 545-147940",primary_image_confirmed,"The affidavit supports New Albany Company LLC's asserted ultimate successor-in-interest status","An affidavit/title recital is not the missing intermediate corporate merger instrument and does not identify every step."
HHD & B LLC,2010-12-23,adjacent portfolio mortgage,201012230175278,Franklin County Recorder,New Albany mortgaged a large multi-tract portfolio to JPMorgan Chase,"The New Albany Company LLC; JPMorgan Chase Bank, N.A.",HHD appears only in a boundary call; parcel 222-001350 is absent,primary_image_confirmed,"The $50 million mortgage is New Albany debt and does not encumber the HHD parcel in the reviewed image","The exact-name-family absence of another HHD mortgage is not a complete parcel-lien negative."
"Eastern Ohio Holding Company, Inc.",1995-12-29,nine-party merger certificate,5422_1190,Ohio Secretary of State,Eastern Ohio survived the merger of eight named Ohio corporations,"Eastern Ohio Holding Company; Bluffton Holding; New Albany Cardinal; Union Holding; Blueberry Ridge Properties; Tudor Properties; Cedar Canyon Properties; Morsham Land; Blacksheep Farms; William W. Vaughan III","Ohio corporate transaction; survivor agent at 5906 E Dublin-Granville Rd.",primary_image_confirmed,"Eastern Ohio is expressly labeled the surviving entity and the merger was effective on filing 1995-12-29","The name-change field is blank. Processing correspondence to New Albany Company does not make it a constituent or survivor."
