family_id,member_count,max_score,priority,representative_ref,dates,member_refs,evidence_types,signals,preview
draftfam-4e2358d87ad3,5,65,medium,EFTA02474585,";January 29, 2016;March 25, 2017",EFTA00835461;EFTA00835465;EFTA00837780;EFTA02474585;EFTA02655664,self_addressed;self_copy_with_others,,"you've agreed that Your office is a multi billion dollar responsibility. your children will inheri= it, in order to oversee their financial lives- I feel for yo=, truly,but the facts are the facts, your ceo (Brad) has provi one bad document after another for over a year, no getting away from it, bad cash flows no new IT, each time with "" its gettting better "" no in fact-! its =ot. - the excuse, that Brad is not the numbers guy, is ludicrous. of course he didnt actually prepare the statements. - "
draftfam-0cd2d7aff4ef,4,65,medium,EFTA00963237,";June 19, 2013;Wed 6/19/2013 8:31:51 PM",EFTA00963237;EFTA00963249;EFTA01966973;EFTA02571194,self_addressed;self_copy_with_others,,"andrew these are the facts as we now know them, I only have your best interests at heart. I really do. Your credibilyt with the people down here is being seriously eroded. I promise, First frank tells Rich, to look in the documents it is all there, and after numerous quesitons he says that rich doesnt' understand accounting, Only after pushing further and harder it turns out that in fact there is an error of around 360k ,only half owed to me. Then frank tells cecile , the purchase info is all in"
draftfam-1888cba4d9eb,4,65,medium,EFTA02464533,";April 28, 2016;April 7, 2018",EFTA00828604;EFTA00837824;EFTA02464533;EFTA02477995,self_addressed;self_copy_with_others,,"Lets start. I am aware that you are currently angry at the world. Me karp wechsler. all willing absorbers of the heat. (though you ,calling m=,Debra, took away some of the the sting) I am =orry to see you this way. emblematic ; I w=s asked to opine on whether to hire castrucci. an hour after I g=ve a preliminary yes. I called you then texted you that = had thought more about it and changed my mind. The next day b called and asked for my vote. I told him ,in no uncertain t=rms it is a no , I cate"
draftfam-2fd669705bce,4,65,medium,EFTA00873853,;Sun 6/16/2013;Sun 6/16/2013 2:04:18 PM,EFTA00873848;EFTA00873853;EFTA01970977;EFTA01971157,self_addressed,,"Bill, I am in tears as i write this, and have barely slept for three days. I am devastated beyond words. I find myself losing my best friend , and my career ,all in one day and by no fault of my own. As your friend , I suggest you carefully reconsider your alternatives. If Melinda decides to file for divorce I will of course stand by you and help any way I can. I want to see you happy, truly. Difficult choices , no matter what. As you know I am going in for surgery on my eyes on Tuesday.. This t"
draftfam-05bd11e6d719,3,65,medium,EFTA00843221,";April 7, 2018",EFTA00837574;EFTA00843221;EFTA02476505,self_addressed;self_copy_with_others,,"Radical but preferred idea. . START from scratch. there is absolutely nothing worth keeping except for nothing at all Like your tax returns that were done in triplicate. TOM RICH ALAN. . torn and rich were not really useful in the end. Start a brand new office. hire cfo. bring joe over. samantha, run parallel for 6 months and close down elysium forever. leave your kids a functioning operation professionally constructed and managed/ LAst nov i laid out priorities IT , being the first. in July I s"
draftfam-0c2febd58caa,3,65,medium,EFTA01061852,";November 13, 2016",EFTA01061852;EFTA01061853;EFTA02669775,self_addressed,,"first given a choice of lisa or joslin, i said both joslin for tasx and lisa for acounting. i said i woudl pay the extra 50k to have him as the budget was only 250. he reported to ada and eileen , and complained weekeinly that the y didint know what they were doing and were dring inhim crazey I told you that ielieend dint know . you told me i was talking out of both sides of nmy moputh. . then over a year i sent emil after email that we ws fragile and craking prone to giving bad answers and need"
draftfam-1185582bb44f,3,65,medium,EFTA01055330,";February 5, 2017",EFTA01055330;EFTA01055360;EFTA02661590,self_addressed,,"here are many reasons why a taxpayer may owe no income tax on his foreign accounts. The taxpayer may have reported income from the accounts on his income tax returns. Or the accounts may have not generated any income. It is also possible that the assessment statute of limitations has expired on income generated by the account. For example, assume that Taxpayer had a Swiss account, but closed it in 2010, and has not had a foreign account since. Taxpayer has not filed an FBAR for the Swiss account"
draftfam-1fb0efc190f1,3,65,medium,EFTA00974443,";June 29, 2016",EFTA00824691;EFTA00974443;EFTA02459091,self_addressed,,"Welcome back, hope you had a rest. As I said previously, my passion is people. not business, that being saidk -as i see it : This is unique time for your family and finances . I believe it requires both a comprehensive and well balanced approach. There needs to be thought given to family-centric risks, then later on ,regulators, disability, risk mgmt etc. all emotional and financial related , one by one. . these personal issues need to be organized for both structure and then managed for multipl"
draftfam-2bce5c286cbb,3,65,medium,EFTA01038292,";August 10, 2017",EFTA01038292;EFTA02640113;EFTA02640261,self_addressed,,I. we now know for certain that she is a liar. sorry! 2 we know for certain that another person is involved. ( bad ). and we have not given up anything yet. possible alternatives. for you to consider you can write - 1 I was wondering did you write yesterdays text? 2. I was thinking more like the 900k house I think the 1.5 million is too expensive. . 3. If you really want the I. 5 house I can buy it for you or felippo over a few years. . 4 I will guarantee a mortgage on the house so it will be in
draftfam-2d976236d459,3,65,medium,EFTA01036546,";August 31, 2017",EFTA01036543;EFTA01036546;EFTA02638510,self_addressed,,"I . I don't feel comfortable speaking to her until you approve. her answers are ?! ie . sent ,hundreds of thousands , nothing back. EVER! . 2 . I have more color on issues -can talk sat or sun. 3. Heather , A, Brad„ children playing with fire ( each trying to be smart ) strict parenting needed. 4, re Alan. I have had researched and collated the long string of emails , laying out . fees . calculations alternatives. etc. , wayyy before the details of the transaction were given to any of your geniu"
draftfam-565de4f6cd9b,3,65,medium,EFTA02462923,";April 21, 2018;April 7, 2018",EFTA00827060;EFTA02462923;EFTA02475275,self_addressed;self_copy_with_others,explicit_draft_language,"Forwarded messagFrom: jeffrey E. Date: Mon, Nov 23, 2015 at 5:53 AM Subject: To: =elanie Spinella 25 minutes needed. 1 new and vastly improved plan, needs =our thoughtful input. decisions on legacy paintings bronzes. b=oks etc. 2. we need to reach fee agreement. and au=horities.( alan and I spent time over the weekend, ), hundred docum=nts to be drafted. 3. gagosiaon 4 revolver . 5 inspire - FBI. 6. Phaidon, solution. 7 plane. no need to reinvent the wheel. . ( rowen ). ple=se note"
draftfam-6602efa1d333,3,65,medium,EFTA02510575,"February 22, 2015",EFTA01732159;EFTA02509926;EFTA02510575,self_addressed,,"previously sent you the note that I wrote over a yea= ago. to lay out what i would and wouldn't do.my respniblites. and those th=t were not. things I thought were needed so that you wouldnt find yourself in the place where you currently find yourself. Wlt= regard the more pressing issue I am uncertain of just how to proceed. I am torn, as my very strong inclination is not to be involved at all . It is extremely time consuming, delicate, fraught w=th many pitfall many that will make you very upse"
draftfam-770a63e5a7ba,3,65,medium,EFTA02638413,";September 1, 2017",EFTA01036039;EFTA01036040;EFTA02638413,self_addressed,,"Did you meet . magnus. etc. house of Nobleman email. address=. no biz for a while? . can speak over t=e weekend if you like. I returned to Paris only to be un welcomed with a whole lot of whining about, how I postponed or canceled meetings that had been set for months ""how could I ""? BLAHBLAH. made my =pologies . so im sure you cannot understand how odd I find it to have you question my truthfulness and honesty. You easily take Alan, a=hardly disinterested third party, terrified of losing his bi"
draftfam-1382883ea861,2,65,medium,EFTA02447609,";October 21, 2016",EFTA00814162;EFTA02447609,self_addressed,,"spoke to brad, he and i are in total agreement that you need to make some decisions. Your usual procrastiantion has gotten chronic. you are only a little ahead of the two years old list of=things to get done. you have put the core of=your 5 billion dollar operation in the hands of Tom Turin, Rch josl=n, and john castrucci. Art space=, gift tax, brh, tra, sharehllders agreements 8865, ., regan phaidon, art sales. art partbership.; trust di=tributions. family meeting, bob cohen.. Health=first of c"
draftfam-142612c4954d,2,65,medium,EFTA00835195,";February 3, 2016",EFTA00835195;EFTA02472819,self_addressed,,"Drafts in my world DO NOT mean bad numbers made right. bad categories. etc. drafts are simply prelimainary numbers subject to revision when actuals can be inputed. i received reviewed and updated. , that is still filled with errors not updates. Cash flow statement I) April 2016 - 25,790,000 of investment cash inflows - Lone Cascade , was it submited as I think 30 days notice required thought there was 10% audit holdback / other holdbacks did anyone check? 2) Art Sales - did anyone ask leon? 3) B"
draftfam-161562834729,2,65,medium,EFTA00963603,;Tue 6/18/2013 3:24:09 PM,EFTA00963603;EFTA01969139,self_addressed,,"I think we should be careful moving forward, I do not want your credibiity to be damaged with cecile and john any more than it has been already, whatever the outcome with you and I , it shouldn;t effect your overall standing, I would be sad . These are the facts , their interpreation and explanation I will leave for a face to face with you. I AFter our breakfast I told cecile and Rich that you did not know the co that sold us the property nor the person that represented them, 2 . You then emaile"
draftfam-1a315a6f18b5,2,65,medium,EFTA00860901,,EFTA00860897;EFTA00860901,self_addressed,,"nov of 13 : I told you torn Eileen and Ralph were not up to the job, you disagreed very vocally and strongly , "" Ralph wrote the book, Tom has been doing it for 15 years and Eileen ran the trading desk at Morgan Stanley. "" Ada who had been working on all your documents for years while at the bank had been brought in- house but created more issues that didn't exist. and phaidon was its own animal. dec 13. you were again annoyed that i said that they needed to be replaced and said ""i was talking o"
draftfam-20d1494e7798,2,65,medium,EFTA02489710,";August 21, 2015",EFTA00848202;EFTA02489710,self_addressed,,"hope you slept as well as i did.- difficult few months. --C2 1. you are still sitting on over 130 million in CASH. 2.=your family Office needs clear direction, not, more employees (brad hiri=g another bookeeper?). already too many people! 3. Please instruct =rad to wire 5m charitable contribution to grattitde America a well establised 501 c 3. before Sept 1, it can =lso serve as the completion of last years committment- details already sen= to melanie, 4.Though i have been asked for my continued"
draftfam-2613e1bbec0f,2,65,medium,EFTA02508680,";March 13, 2015",EFTA00862317;EFTA02508680,self_addressed,,"Your surgery was highly su ssful. your prescriptions below, and directions for post op care were cle=r. over 300 emails, brad related alone. no phone calls. since dec (you are welcome to them all ) JPM account . Partnership ) you chose to defer. (both you and i ar= whats called, non compliant patients ). stressing clean year. your old friend who was a a hospital administrator , not a doctor =by any stretch , ( though your confidence that he can become one is endearing ). knows little of real med"
